,Unnamed: 0,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls,sentiment,pca_x,pca_y,tsna_x,tsne_y
113,113,1706720289826951464,"Equipping fish, birds, seals, and other creatures with sophisticated sensors, Yale scientists say, can offer localized and timely data on environmental conditions impacted by climate change that current technology cannot. #Yale https://t.co/FIgtu86CMd",en,Tweet,0,20,4,3,4705,2023-09-26 13:20:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/18/gauging-key-role-animals-can-play-monitoring-climate-change,,,85.0,0.16002025594401734,0.04462788221223131,20.037184,17.385159
114,114,1706708713287962754,"Q&amp;A: Yale's Zhao Ni discusses his passion for global health, his go-to activities for refreshing his brain, and how family inspired his career path. @YaleNursing @YaleMed #Yale #OfficeHours https://t.co/4I35Yc4jZS",en,Tweet,0,12,1,1,4890,2023-09-26 12:34:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#OfficeHours",https://news.yale.edu/2023/09/19/office-hours-zhao-ni,,,80.0,0.07276818181905811,-0.10992935260344007,22.31094,-7.8088207
115,115,1706447291056312327,"#ICYMI, the #YSNCentennial kickoff video is now on the YSN YouTube channel. Watch students, faculty, and staff share what YSN and nursing mean to them: https://t.co/2R7zx18iIQ

#YSN100 #OnCallForTheWorld #OnCallForTheNextCentury #YSNAlumni #YaleNurses #YaleMidwives #1923to2023 https://t.co/t5ZQ8vA9be",en,Retweet,0,6,2,1,4007,2023-09-25 19:15:13,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","#ICYMI,#YSNCentennial,#YSN100,#OnCallForTheWorld,#OnCallForTheNextCentury,#YSNAlumni,#YaleNurses,#YaleMidwives,#1923to2023",https://ow.ly/HOjE50PPtlc,photo,https://pbs.twimg.com/media/F66ExKIWcAAU97b.jpg,85.0,-0.17727920958910606,0.12305797853677065,-32.030777,-6.0114436
116,116,1706671543781138714,"The campus community is invited to participate in a series of listening sessions with members of the Board of Trustees and the Presidential Search Committee as they begin searching for Yale’s next president. 

View the schedule here: https://t.co/vVIEH4BUCb #Yale https://t.co/iILdW9xmew",en,Tweet,0,38,10,34,7054,2023-09-26 10:06:19,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://yale.edu/board-trustees/search-next-president-yale-university,photo,https://pbs.twimg.com/media/F69QtQ0XAAA3feK.jpg,75.0,-0.21947138668402894,-0.055619535769792165,-22.417738,11.785886
117,117,1706331477380640852,"Through an internship program sponsored by @TsaiCITY and the Yale Club of New Haven, two Yale College students this summer worked to provide educational opportunities to incarcerated people — and gained as much as they gave. #Yale https://t.co/VdxBAwp1OJ",en,Tweet,0,44,8,5,8025,2023-09-25 11:35:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://city.yale.edu/stories/2023/9/16/freedom-reads,,,85.0,-0.12228762725640956,-0.11065731404043608,-16.281265,5.085889
118,118,1706324683916804244,"Insights &amp; Outcomes begins the academic year with some revelations about certain rapid eye movements, new research on the relationship between substance abuse and the tendency to overgeneralize, and details of a trio of faculty honors. #Yale https://t.co/UaO3QTpKID",en,Tweet,0,32,6,3,5585,2023-09-25 11:08:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/21/insights-outcomes-darting-eyes-faculty-honors-and-overgeneralization,,,75.0,0.020266624664622663,-0.04259001930943304,18.560568,-1.3094167
119,119,1706319341786935376,"Dodging raindrops on campus today. #Yale ☂️🌧️  

📷: Alex Johnson ’25 https://t.co/9t3aJeQsLu",en,Tweet,3,84,10,11,10461,2023-09-25 10:46:47,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,photo,"https://pbs.twimg.com/media/F64QVDPW0AAzcv-.jpg,https://pbs.twimg.com/media/F64QV7xXoAAqHCk.jpg,https://pbs.twimg.com/media/F64QXJtXYAA5bwU.jpg,https://pbs.twimg.com/media/F64QYYCWUAA5SK-.jpg",65.0,-0.21654222589572414,0.20329123715495373,-39.592808,-21.741356
120,120,1705988213695734041,"Yale School of Management's Heidi Brooks, who advises companies on leadership and culture, discusses how to have necessary conversations about a new experience of work. @YaleSOM #Yale https://t.co/fg0gTVUQ61",en,Tweet,1,31,11,9,9150,2023-09-24 12:51:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://insights.som.yale.edu/insights/reinventing-the-way-we-work-again,,,75.0,-0.015920427934578363,-0.32604107921587006,13.344229,10.219517
121,121,1705965313483743473,"Zuranolone, the first-ever oral medication to treat  postpartum depression, was recently approved by the FDA. A Yale psychiatrist answers questions about the new drug. @YaleMedicine @YaleMed #Yale https://t.co/nksBW4vYFL",en,Tweet,1,26,6,5,7683,2023-09-24 11:20:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://www.yalemedicine.org/news/postpartum-depression-pill-zurzuvae-zuranolone,,,85.0,0.2595731913722005,0.09378587981408058,62.882244,-4.563507
122,122,1705634382856192135,"As you settle into this new semester, be sure to explore Yale’s diverse collections through our new, free tool, LUX: Yale Collections Discovery. Access 17M+ objects across Yale's museums and libraries, uncovering new connections anytime, anywhere: https://t.co/99gcta3VVI #YaleLUX",en,Tweet,1,42,10,9,9400,2023-09-23 13:25:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#YaleLUX,http://lux.collections.yale.edu,,,85.0,-0.14020962641745446,0.13096365197925317,-20.421152,-33.015488
123,123,1705592104888799704,"Soil rich with decaying organic matter plays a critical role in the planet’s natural carbon cycle. In a Q&amp;A, Yale ecologist Eric Slessarev explains how a better understanding of this abundant resource can help address climate change. #Yale https://t.co/KSowuRwsCL",en,Tweet,0,28,6,7,7243,2023-09-23 10:37:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/13/digging-dirt-planets-largest-carbon-reservoir,,,75.0,0.1203702703400929,-0.09963718075189758,4.3127913,18.681078
124,124,1705309995288395783,"Using MRI data from over 1,300 teenagers across five years, Yale researchers identified brain markers — distinctive in males and females — that could predict risk for heavy drinking. @YaleMed #Yale https://t.co/IHo2KomYcL",en,Tweet,3,39,6,4,8868,2023-09-22 15:56:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/teenage-brain-development-study-forecasts-drinking-behavior-by-sex/,,,70.0,0.2853489986830272,0.11529458577135983,51.24418,-15.540293
125,125,1705248598999335340,A series of English courses offered by the Yale Center for Language Study provides practical skills — and a welcome sense of community — for Ukrainian refugees in Connecticut trying to regain a sense of normalcy. @YaleCLS #Yale https://t.co/oJ37aThJF9,en,Tweet,0,22,5,7,5453,2023-09-22 11:52:02,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/18/looking-forward-yale-program-helps-ukrainian-refugees-adapt-new-lives,,,85.0,-0.10309281709231093,-0.032613928433202245,-13.675735,6.632601
126,126,1704944340957598140,"☀️ Sunshine. Smiles. September. #Yale

📷: David Liebowitz https://t.co/2yvHntiA3y",en,Tweet,3,53,7,7,8114,2023-09-21 15:43:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,photo,"https://pbs.twimg.com/media/F6ktxKiXUAAtl5T.jpg,https://pbs.twimg.com/media/F6ktyYFWMAABtYP.jpg,https://pbs.twimg.com/media/F6ktzmUXsAAZbZJ.jpg,https://pbs.twimg.com/media/F6kt00dWAAIat4h.jpg",85.0,-0.2475624820366893,0.20293186240010158,-38.43602,-19.566896
127,127,1704896017986969748,"New research by a team at Yale School of Medicine and the University of Texas suggests how clinicians can help HIV patients, who often come from under-served groups, overcome common barriers to care. #Yale @YaleMed @YaleIMed  https://t.co/pyaozR6MrR",en,Tweet,0,17,3,1,4547,2023-09-21 12:31:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/intmed/news-article/hiv-and-hepatitis-c-care-focusing-on-innovations/,,,75.0,0.37463205355717,0.020089472238527643,43.765427,9.144112
128,128,1704870633849467247,"Congrats to @YaleNursing, which kicks off the #YSNCentennial today!

#YaleNurses and #YaleMidwives serve their communities worldwide, advancing the mission of better health for all people. Explore the school's history and centennial events: https://t.co/8k4Os57oNA #Yale @azitaema https://t.co/QBWfJgFHFR",en,Tweet,0,23,3,4,4906,2023-09-21 10:50:08,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#YSNCentennial,#YaleNurses,#YaleMidwives,#Yale",http://bit.ly/3PIc4pN,photo,https://pbs.twimg.com/media/F6jqyiQWEAAMxqC.jpg,85.0,-0.14190077791423508,0.13231437581545988,-31.754526,-5.9580717
129,129,1704533882974920992,"Among workers enrolled in company retirement plans, those with lower incomes tend to stick with the default contribution rate — even when it costs them money. Yale researchers suggest ways employers can help. @YaleSOM #Yale https://t.co/EKlpiWD8kU",en,Tweet,1,15,8,17,4866,2023-09-20 12:32:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://insights.som.yale.edu/insights/lower-income-employees-are-more-likely-to-remain-at-401k-defaults-even-if-it-costs-them,,,70.0,0.1760386350541536,-0.1582915561731616,19.438404,35.659622
130,130,1704501274866041093,"When researchers in Yale’s Faculty of Arts and Sciences follow their curiosity, it takes them down unexplored — and often unexpected — pathways for the benefit of future generations. #Yale https://t.co/tRTFwAttOi",en,Tweet,2,26,6,30,5141,2023-09-20 10:22:26,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,,video,https://video.twimg.com/amplify_video/1704501166191652864/vid/avc1/640x360/PrwLOXEyp-0czavv.mp4?tag=16,85.0,-0.01973029656599975,-0.055429027223800165,-16.025162,-0.45372424
131,131,1704183824538579242,Q&amp;A: Yale physicists Karsten Heeger and Talia Weiss describe their role in an ambitious experiment to better understand an elusive building block of the physical universe — and an important new advance toward that goal. @yalewrightlab #Yale https://t.co/xBGT6z3kI9,en,Tweet,1,28,3,4,5183,2023-09-19 13:21:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/12/project-8-takes-mystery-neutrino-mass,,,75.0,0.03266274122031648,-0.05522402977953343,17.03037,-24.845482
132,132,1704181079916073403,"This fall's Franke Lecture series, which invites audiences to dive into lyric poetry across time, cultures, and languages, kicks off Tuesday, Sept. 19, with a talk by the University of Chicago’s Srikanth “Chicu” Reddy. #Yale https://t.co/qMuqyuyTSq",en,Tweet,0,21,3,7,4286,2023-09-19 13:10:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/19/learning-re-see-pervasiveness-lyric-poetry-across-cultures,,,85.0,-0.19269531681680785,-0.10678999656692155,-35.412514,26.867815
133,133,1704174791047909469,"Next month, @YaleDivSchool will break ground on “The Living Village,” an unprecedented living-building residence hall that will embody the school’s values by housing students in a way that gives back to the environment more than it takes. Dig deeper: https://t.co/Vr77vWuqas #Yale https://t.co/YKyFpE9hvY",en,Tweet,1,27,6,10,5316,2023-09-19 12:45:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://bit.ly/44RUe7X,photo,https://pbs.twimg.com/media/F6Zx7JQWAAAVrGF.jpg,85.0,-0.2081792297044321,0.022602303819987957,-9.852985,15.338896
134,134,1696906228503281749,"On Wednesday, September 20, @Yale President Peter Salovey will present the 2023 #WindhamCampbell Prize awards in fiction, nonfiction, poetry &amp; drama at @YaleArtGallery, with the annual “Why I Write"" Lecture by legendary music critic, Greil Marcus 👇

https://t.co/bOmwKo9g0t https://t.co/sCBVOmOf8o",en,Retweet,2,26,15,11,8459,2023-08-30 11:22:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#WindhamCampbell,https://windhamcampbell.org/festival/events/prize-ceremony-and-windham-campbell-lecture-by-greil-marcus,video,https://video.twimg.com/ext_tw_video/1696905190668984320/pu/vid/720x720/uRti8RTZ6o1sdCb_.mp4?tag=12,85.0,-0.29876475418022685,-0.04701736877394963,-37.31698,22.305384
135,135,1703799551948112154,"The first Launchpad Scholars are navigating the law school admissions process together. They’ll have the support of a program designed to help expand access to the legal profession — and help from each other.🧵
https://t.co/W4PNgcRh5n",en,Retweet,0,22,6,9,5844,2023-09-18 11:54:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://law.yale.edu/yls-today/news/launchpad-scholars-soar-program-gets-ground#,,,85.0,-0.1293969476809067,-0.20083446063830682,-5.91249,-0.025059745
136,136,1703801216000462935,"Welcome to Yale Online! 📲📖🌎 

Are you ready to make this semester your best yet? Our courses, programs, and professors are accessible to anyone, anywhere in the world. 

Visit https://t.co/soUV16zzIv to begin your learning journey today! @YaleUOnline #Yale #YaleOnline https://t.co/E778yrLOZN",en,Tweet,4,33,4,5,5926,2023-09-18 12:00:39,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#YaleOnline",http://online.yale.edu,video,https://video.twimg.com/amplify_video/1703801088367869952/vid/avc1/1920x1080/eeoKLN_OZxw5_ag7.mp4?tag=16,85.0,-0.20505406865568854,0.028684184173032035,-32.602585,-10.8733015
137,137,1703788977981935818,"Launched in August, a @YaleMed center will aim to deepen understanding of the basic science behind infectious diseases including long COVID, post-treatment Lyme disease, and myalgic encephalomyelitis/chronic fatigue syndrome. @VirusesImmunity #Yale https://t.co/pAAG156vhQ",en,Tweet,2,24,7,0,5063,2023-09-18 11:12:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://medicine.yale.edu/news-article/post-acute-infection-syndromes-will-be-the-focus-of-new-ysm-center/,,,75.0,0.2388418019702499,0.14501780543972656,47.00292,5.4742413
138,138,1703456282588467352,"During his first Convocation as dean of the Yale School of Music, José García-León urged students in the incoming class to appreciate the “power that music has to... bring people closer to one another.” @yalemusic #Yale https://t.co/HFZft4qeui",en,Tweet,0,23,2,15,7335,2023-09-17 13:10:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://music.yale.edu/news/convocation-2023-celebrates-power-music,,,85.0,-0.2393975313737044,-0.07506583018031009,-29.646818,31.661812
139,139,1703430610918813739,"Julie Zimmerman says Yale’s commitment to responding to global challenges including climate change, biodiversity, and planetary health is moving to a new level. #Yale https://t.co/GdSV1yh2ag",en,Tweet,0,37,5,5,9061,2023-09-17 11:28:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/05/new-vice-provost-helps-focus-yales-commitment-planetary-solutions,,,85.0,-0.053345447329926854,-0.11164373191707594,1.4807056,16.01497
140,140,1703132900214878520,Q&amp;A: Grammy-nominated composer Ayanna Woods ’15 discusses an upcoming campus performance of her new work and how her relationship with Yale’s music community continues to inspire her. #Yale https://t.co/5szFCwVfI4,en,Tweet,0,16,1,6,7067,2023-09-16 15:45:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/12/return-yale-rising-stars-music-takes-center-stage,,,85.0,-0.1746011034758826,-0.06637941739970145,-32.31871,31.671268
141,141,1703086973001298428,"In a stirring ceremony Thursday, Yale conferred degrees on the Rev. James W. C. Pennington and the Rev. Alexander Crummell, who studied theology here in the 1800s but were not allowed to formally matriculate because of their race. https://t.co/FDibAUo3nu",en,Tweet,0,51,6,6,10928,2023-09-16 12:42:30,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,https://news.yale.edu/2023/09/15/they-were-men-yale-two-black-scholars-honored-posthumously,,,80.0,-0.2281336582565195,-0.04491683110106296,-29.194675,5.8633075
142,142,1703060674283286624,"Ahead of Climate Week NYC, Yale's Daniel Esty discusses how international trade can be remade to support sustainable development and the transition to a low-carbon future. @YaleEnvironment @YaleLawSch @YaleSOM #Yale https://t.co/lg2x8uXcXA",en,Tweet,3,32,9,16,8743,2023-09-16 10:58:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://environment.yale.edu/news/article/greening-global-trade,,,75.0,-0.016279573475084012,-0.2540480986044831,0.6870113,23.024397
143,143,1702741887960928737,The eight recipients of the 2023 @WindhamCampbell Literature Prizes will come to the Yale campus next week for a four-day literary festival to celebrate reading and the written word with the local community. #Yale https://t.co/7mAVPHQmee,en,Tweet,2,50,11,5,10221,2023-09-15 13:51:16,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/09/13/windham-campbell-festival-feature-music-readings-food-trucks-and-more,,,85.0,-0.3054491193632575,0.02457805948230598,-36.45584,21.742334
144,144,1702722020176179515,"From Sept 15 – Oc 15, Yale celebrates Latine Heritage Month. Here are some YSPH faculty, staff, student, and alumni picks to add to your reading (&amp; watching) list this month and beyond 📚🎞

Find the full list: https://t.co/Ytv6FQJ39M https://t.co/1wM5ac0Mw2",en,Retweet,0,17,4,5,4759,2023-09-15 12:32:19,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,http://m.yale.edu/b4gy,photo,"https://pbs.twimg.com/media/F6FIp1wXgAAO8mg.jpg,https://pbs.twimg.com/media/F6FIp3BXkAAYqpe.jpg,https://pbs.twimg.com/media/F6FIp2eWYAAhLxl.jpg,https://pbs.twimg.com/media/F6FIp3eW8AAKpNl.jpg",85.0,-0.1763288361754069,0.011086504950547882,-21.21695,-2.9091375
145,145,1702717662294573108,"Welcoming the newest Yale Engineers!

Yesterday, our community came together to celebrate the newly declared Yale Engineering students at the inaugural Declaration Day. Along w/ games, music, food &amp; giveaways, engineering student groups showcased opportunities to get involved. https://t.co/cRBf8vD5cS",en,Retweet,0,23,4,3,5560,2023-09-15 12:15:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/F6E_4LJXEAA2j6Y.jpg,https://pbs.twimg.com/media/F6E_4LRXEAAFR26.jpg,https://pbs.twimg.com/media/F6E_4LQW4AAAa9C.jpg,https://pbs.twimg.com/media/F6E_4LZXoAEYKAI.jpg",90.0,-0.3001549677444674,0.07757432137301448,-41.164356,-4.3154297
146,146,1702673243780378939,"No. 5 Holy Cross Visits Bowl for Season Opener

🗞️ https://t.co/FfpvzN8C0s

#ThisIsYale | #Team150 https://t.co/aSWj5kCDZy",en,Retweet,0,92,10,4,10851,2023-09-15 09:18:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ThisIsYale,#Team150",https://rb.gy/gbvmd,photo,https://pbs.twimg.com/media/F6EcQtDWMAAm4LU.jpg,70.0,-0.1888163077064086,0.2063765534239012,-54.09857,-13.668332
147,147,1702718263140983119,Democracy &amp; Dessert – this recent Yale Votes event sponsored by #BelongingAtYale is part of a non-partisan campus effort to encourage voting and civic engagement among students. Learn more about the initiatives and get involved here: https://t.co/2XnEBQLmA7 #Yale #YaleVotes https://t.co/25GFRVFTcs,en,Tweet,0,34,7,4,5981,2023-09-15 12:17:23,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#BelongingAtYale,#Yale,#YaleVotes",http://bit.ly/47WG8F8,photo,"https://pbs.twimg.com/media/F6FFKYeWoAE34Gu.jpg,https://pbs.twimg.com/media/F6FFLmHWoAIjHRh.jpg,https://pbs.twimg.com/media/F6FFM0RWoAAFltn.jpg,https://pbs.twimg.com/media/F6FFODOWoAMNdcr.jpg",80.0,-0.19440600492671478,-0.10913953462449599,-12.450149,4.1097126
148,148,1702378430292017190,Deferred maintenance and climate change have pushed America’s aging infrastructure to the breaking point. But federal legislation has created a generational opportunity to rethink the systems that undergird society. @YaleSOM #Yale https://t.co/8hYdfYq22d,en,Tweet,1,23,7,1,5017,2023-09-14 13:47:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://insights.som.yale.edu/insights/imagining-future-ready-infrastructure,,,70.0,0.016796054708436998,-0.14482194539134588,4.4667377,21.84112
149,149,1702318308970926112,President Peter Salovey and Dean Greg Sterling invite you to a ceremony and reception honoring the Rev. James W. C. Pennington ’23 MAH and the Rev. Alexander Crummell ’23 MAH. Join us TODAY beginning at 4 pm ET https://t.co/aw2NvJW789 #Yale #YaleAlumni https://t.co/FcSWHEAuSO,en,Retweet,0,9,2,1,3655,2023-09-14 09:48:07,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#YaleAlumni",https://bit.ly/484gNJy,photo,https://pbs.twimg.com/media/F5_Zdq-XEAAE3ix.jpg,75.0,-0.3172935485292098,0.0011458137120998837,-29.822147,5.245727
150,150,1702352076288761995,"What will you discover with #YaleLUX? With free, digital access to 17M+ objects across Yale’s museums, archives and libraries, LUX: Yale Collections Discovery encourages discovery and enhances research. Hear more from Yale leadership below and explore LUX: https://t.co/99gcta3o6a https://t.co/efYfZr9VX1",en,Tweet,6,50,17,4,7034,2023-09-14 12:02:17,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#YaleLUX,http://lux.collections.yale.edu,video,https://video.twimg.com/amplify_video/1702351927642583040/vid/avc1/1920x1080/cVNWMHRt9UYNxV4t.mp4?tag=16,85.0,-0.09429887783544884,0.08040655424708945,-18.454615,-32.667118
151,151,1702352318925025432,#YaleLUX @yalelibrary @YaleArtGallery @YaleWHC @LewisWalpoleLib @BeineckeLibrary @yalepeabody @YaleBritishArt,qme,Reply,0,5,1,0,2222,2023-09-14 12:03:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#YaleLUX,,,,50.0,-0.2559423488001342,0.10839506926301294,-20.058926,-28.265617
152,152,1702014028573245608,"A new coronavirus variant, BA.2.86, is raising concern with public health experts, but it’s too early to know if this one is any more transmissible than current strains of the virus—or if it will even stick around. @YaleMedicine #Yale https://t.co/HGoc9Jc2Lf",en,Tweet,1,30,7,9,8053,2023-09-13 13:39:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://www.yalemedicine.org/news/new-covid-variant-ba286-pirola,,,30.0,0.23009616982837078,0.10389844745267998,52.782936,15.047231
153,153,1701994174650741097,"On Sat., Sept. 30, the Yale Bulldogs take on the @MorganStateU Bears in the @NAACP Harmony Classic 2023. Join us at the Yale Bowl!

Find event details at https://t.co/h94XgrPoP5. @yalefootball @YaleAthletics #Yale #NAACPHarmonyClassic #ThisIsYale https://t.co/UwZfUNFKXJ",en,Tweet,0,15,5,2,8711,2023-09-13 12:20:07,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#NAACPHarmonyClassic,#ThisIsYale",http://your.yale.edu/harmony,photo,https://pbs.twimg.com/media/F56yqkmWYAIzzH4.jpg,75.0,-0.20910634250495827,0.186058420167491,-53.603344,-8.269024
154,154,1701648117223784892,"As a recent addition to the Yale University School of Medicine faculty, Louise Wang is tackling a persistent problem — how to catch pancreatic cancer before it becomes too advanced.

Get to know Wang in this latest edition of #OfficeHours. @YaleMed #Yale https://t.co/XXx5qBaCCr",en,Tweet,2,32,7,8,7042,2023-09-12 13:25:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#OfficeHours,#Yale",https://news.yale.edu/2023/08/23/office-hours-louise-wang,,,75.0,0.2153575230704799,-0.017531266195346628,26.01388,-10.170946
155,155,1701638810444935390,"David Petraeus, a former U.S. Army general who led coalition forces in Iraq and Afghanistan and served as director of the CIA, will share his experiences in diplomacy and statecraft as a Kissinger Senior Fellow at @JacksonYale. #Yale https://t.co/CtNEdkyQPf",en,Tweet,1,12,2,4,4322,2023-09-12 12:48:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://jackson.yale.edu/news/david-petraeus-appointed-kissinger-senior-fellow/,,,75.0,-0.1153668296737164,-0.19601969757824672,-17.490114,24.048904
156,156,1701292363153367469,"Remember &amp; Reflect. 

Listen to a portion of a memorial program featuring a performance of John Courter’s ‘In Memoriam September 11, 2001’ and other works on the Yale Memorial Carillon in Harkness Tower. #Yale #September11 https://t.co/6nCCbwozbf",en,Tweet,2,86,14,21,10781,2023-09-11 13:51:22,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Yale,#September11",,video,https://video.twimg.com/amplify_video/1701292232010027008/vid/avc1/1920x1080/5FTiCbRGeRUvQXmg.mp4?tag=16,70.0,-0.18671422574229077,0.06162350243550228,-45.353313,-11.227369
157,157,1701281724607459835,"Exploring the politics of urban America through ‘The Wire’?

A popular Yale College course uses the acclaimed HBO series to examine the sociopolitical issues facing U.S. cities and how social scientists work to better understand them. More: https://t.co/GtWiHRSeEF @ISPSYale #Yale https://t.co/aZyJdA3vPS",en,Tweet,0,22,5,7,6621,2023-09-11 13:09:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,http://bit.ly/3sGvoL0,photo,https://pbs.twimg.com/media/F5wqshxWYAAo7Bq.jpg,70.0,0.0018007078650768662,-0.17492346145431648,-4.8853307,33.876022
158,158,1701259809507426504,"The public health benefits produced by reductions in fine particulate air pollution aren’t distributed equally among populations in the U.S., a new Yale-led study finds. @YaleSPH @YaleMed #Yale https://t.co/CWN6DwIwJL",en,Tweet,0,18,6,3,5613,2023-09-11 11:42:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://news.yale.edu/2023/08/31/health-burden-air-pollution-differs-across-racial-groups,,,60.0,0.2742832923833498,-0.02725392078459099,32.746532,23.4097
159,159,1700918810709017084,"For Yale’s Jennifer Gandhi, the collapse of the Soviet Union offered a “laboratory” for studying democratic transitions — a realization that changed the course of her career. Today she uses data analysis to compare regime transitions. @JacksonYale #Yale https://t.co/VbQoL5pOHk",en,Tweet,0,15,3,11,7446,2023-09-10 13:07:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://jackson.yale.edu/news/understanding-authoritarianism/,,,75.0,0.015725347724847072,-0.24558780747563225,1.280035,2.190134
160,160,1700893896362848741,"""Save space for connecting with your fellow students. Build bonds to carry you beyond Yale.""

Check out some words of wisdom Yale's alumni community is sharing with current students as they start the academic year. @YaleAlumni #Yale https://t.co/tNIi57jVQp",en,Tweet,2,21,2,6,7470,2023-09-10 11:28:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://alumni.yale.edu/news/welcoming-wisdom-insights-yale-alumni-new-and-returning-students,,,90.0,-0.23184398015478833,-0.0063269166114752265,-29.36933,-0.41088527
161,161,1700539059414642789,"Cécile Fromont, from the History of Art department, and Didac Queralt, from the Department of Political Science, have been awarded international book prizes from the Yale MacMillan Center for International and Area Studies. @YaleMacMillan #Yale https://t.co/eJb7RlAFwg",en,Tweet,0,26,5,6,6606,2023-09-09 11:58:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#Yale,https://macmillan.yale.edu/news/professors-cecile-fromont-and-didac-queralt-awarded-2023-macmillan-center-international-book,,,85.0,-0.1938953466383073,-0.11472842202004664,-26.493845,18.29859
